team,team_id,year,conference,games_played,expected_wins,wins,losses,home_wins,home_losses,away_wins,away_losses
UCLA,26,2014,Pac-12,13,8.8,10,3,3,3,5,0
UMass,113,2014,Mid-American,12,5.0,3,9,2,4,1,5
UNLV,2439,2014,Mountain West,13,1.4,2,11,1,4,0,7
USC,30,2014,Pac-12,13,7.9,9,4,5,1,3,3
Utah,254,2014,Pac-12,13,7.0,9,4,3,3,5,1
Utah State,328,2014,Mountain West,14,9.7,10,4,6,0,3,4
UTEP,2638,2014,Conference USA,13,5.8,7,6,5,1,2,4
UT San Antonio,2636,2014,Conference USA,12,4.4,4,8,3,3,1,5
Vanderbilt,238,2014,SEC,12,2.4,3,9,3,5,0,4
Virginia,258,2014,ACC,12,6.9,5,7,5,2,0,5
Virginia Tech,259,2014,ACC,13,7.4,7,6,3,4,3,2
Wake Forest,154,2014,ACC,12,2.3,3,9,3,3,0,6
Washington,264,2014,Pac-12,14,7.4,8,6,4,3,4,2
Washington State,265,2014,Pac-12,12,4.6,3,9,1,6,2,3
Western Kentucky,98,2014,Conference USA,13,9.8,8,5,5,1,2,4
Western Michigan,2711,2014,Mid-American,13,7.6,8,5,3,2,5,2
West Virginia,277,2014,Big 12,13,7.6,7,6,3,3,4,1
Wisconsin,275,2014,Big Ten,14,10.0,11,3,7,0,3,1
Wyoming,2751,2014,Mountain West,12,4.0,4,8,3,3,1,5
Air Force,2005,2015,Mountain West,14,8.2,8,6,6,0,2,5
Akron,2006,2015,Mid-American,13,7.9,8,5,3,3,4,2
Alabama,333,2015,SEC,15,12.5,14,1,6,1,4,0
Appalachian State,2026,2015,Sun Belt,13,10.9,11,2,5,1,5,1
Arizona,12,2015,Pac-12,13,6.1,7,6,4,2,2,4
Arizona State,9,2015,Pac-12,13,7.0,6,7,5,2,1,3
Arkansas,8,2015,SEC,13,7.9,8,5,4,3,3,1
Arkansas State,2032,2015,Sun Belt,13,8.2,9,4,5,1,4,2
Army,349,2015,FBS Independents,12,4.1,2,10,1,5,1,4
Auburn,2,2015,SEC,13,6.9,7,6,3,4,2,2
Ball State,2050,2015,Mid-American,12,2.7,3,9,2,4,1,5
Baylor,239,2015,Big 12,13,10.8,10,3,4,2,4,1
Boise State,68,2015,Mountain West,13,9.3,9,4,4,2,4,2
Boston College,103,2015,ACC,12,4.0,3,9,3,4,0,4
Bowling Green,189,2015,Mid-American,14,10.3,10,4,3,2,6,0
Buffalo,2084,2015,Mid-American,12,5.2,5,7,2,4,3,3
BYU,252,2015,FBS Independents,13,8.7,9,4,6,0,3,2
California,25,2015,Pac-12,13,7.9,8,5,5,1,2,4
Central Michigan,2117,2015,Mid-American,13,8.3,7,6,4,2,3,3
Charlotte,2429,2015,Conference USA,12,2.0,2,10,1,5,1,5
Cincinnati,2132,2015,American Athletic,13,8.3,7,6,5,1,2,4
Clemson,228,2015,ACC,15,14.1,14,1,7,0,5,0
Colorado,38,2015,Pac-12,13,3.4,4,9,2,4,1,5
Colorado State,36,2015,Mountain West,13,6.4,7,6,2,3,4,1
Connecticut,41,2015,American Athletic,13,7.0,6,7,4,2,2,4
Duke,150,2015,ACC,13,6.7,8,5,3,3,4,2
East Carolina,151,2015,American Athletic,12,5.5,5,7,3,3,2,4
Eastern Michigan,2199,2015,Mid-American,12,1.6,1,11,0,6,1,5
Florida,57,2015,SEC,14,9.1,10,4,6,1,3,1
Florida Atlantic,2226,2015,Conference USA,12,4.9,3,9,1,5,2,4
Florida International,2229,2015,Conference USA,12,4.9,5,7,4,1,1,6
Florida State,52,2015,ACC,13,9.6,10,3,7,0,3,2
Fresno State,278,2015,Mountain West,12,4.0,3,9,2,4,1,5
Georgia,61,2015,SEC,13,8.3,10,3,6,1,3,1
Georgia Southern,290,2015,Sun Belt,13,8.9,9,4,5,1,3,3
Georgia State,2247,2015,Sun Belt,13,7.6,6,7,2,3,4,2
Georgia Tech,59,2015,ACC,12,4.2,3,9,3,4,0,5
Hawai'i,62,2015,Mountain West,13,3.6,3,10,2,4,0,6
Houston,248,2015,American Athletic,14,10.8,13,1,8,0,4,1
Illinois,356,2015,Big Ten,12,4.7,5,7,4,2,1,4
Indiana,84,2015,Big Ten,13,7.4,6,7,3,4,3,2
Iowa,2294,2015,Big Ten,14,10.1,12,2,7,0,5,0
Iowa State,66,2015,Big 12,12,4.8,3,9,3,3,0,6
Kansas,2305,2015,Big 12,12,1.2,0,12,0,7,0,5
Kansas State,2306,2015,Big 12,13,4.5,6,7,4,3,2,3
Kent State,2309,2015,Mid-American,12,3.6,3,9,2,4,1,5
Kentucky,96,2015,SEC,12,5.2,5,7,4,4,1,3
Louisiana,309,2015,Sun Belt,12,3.7,4,8,3,3,1,5
Louisiana Monroe,2433,2015,Sun Belt,13,1.8,2,11,2,3,0,8
Louisiana Tech,2348,2015,Conference USA,13,9.5,9,4,5,1,3,3
Louisville,97,2015,ACC,13,8.9,8,5,4,2,3,2
LSU,99,2015,SEC,12,8.0,9,3,6,1,2,2
Marshall,276,2015,Conference USA,13,9.0,10,3,6,0,3,3
Maryland,120,2015,Big Ten,12,3.8,3,9,2,4,1,4
Memphis,235,2015,American Athletic,13,8.4,9,4,5,1,4,2
Miami,2390,2015,ACC,13,6.7,8,5,5,1,3,3
Miami (OH),193,2015,Mid-American,12,4.4,3,9,2,4,1,5
Michigan,130,2015,Big Ten,13,9.7,10,3,5,2,4,1
Michigan State,127,2015,Big Ten,14,10.5,12,2,7,0,4,1
Middle Tennessee,2393,2015,Conference USA,13,7.2,7,6,5,1,2,4
Minnesota,135,2015,Big Ten,13,6.6,6,7,3,4,2,3
Mississippi State,344,2015,SEC,13,9.8,9,4,4,3,4,1
Missouri,142,2015,SEC,12,4.4,5,7,3,3,1,4
Navy,2426,2015,American Athletic,13,10.0,11,2,6,0,3,2
NC State,152,2015,ACC,13,7.0,7,6,3,3,4,2
Nebraska,158,2015,Big Ten,13,7.6,6,7,3,4,2,3
Nevada,2440,2015,Mountain West,13,6.2,7,6,4,2,2,4
New Mexico,167,2015,Mountain West,13,4.6,7,6,5,2,2,3
New Mexico State,166,2015,Sun Belt,12,3.8,3,9,1,4,2,5
North Carolina,153,2015,ACC,14,11.2,11,3,7,0,4,0
Northern Illinois,2459,2015,Mid-American,14,7.0,8,6,5,1,3,3
North Texas,249,2015,Conference USA,12,1.0,1,11,1,4,0,7
Northwestern,77,2015,Big Ten,13,8.0,10,3,6,1,3,1
Notre Dame,87,2015,FBS Independents,13,10.2,10,3,6,0,3,2
Ohio,195,2015,Mid-American,13,7.1,8,5,5,1,3,3
Ohio State,194,2015,Big Ten,13,12.1,12,1,6,1,5,0
Oklahoma,201,2015,Big 12,13,10.4,11,2,6,0,5,0
Oklahoma State,197,2015,Big 12,13,8.4,10,3,5,2,5,0
Old Dominion,295,2015,Conference USA,12,3.8,5,7,3,4,2,3
Ole Miss,145,2015,SEC,13,10.3,10,3,6,1,3,2
Oregon,2483,2015,Pac-12,13,8.2,9,4,5,2,4,1
Oregon State,204,2015,Pac-12,12,3.0,2,10,2,4,0,6
Penn State,213,2015,Big Ten,13,7.3,7,6,6,1,0,4
Pittsburgh,221,2015,ACC,13,6.7,8,5,3,3,5,1
Purdue,2509,2015,Big Ten,12,1.8,2,10,2,5,0,5
Rice,242,2015,Conference USA,12,5.1,5,7,3,3,2,4
Rutgers,164,2015,Big Ten,12,4.1,4,8,1,5,2,3
San Diego State,21,2015,Mountain West,14,11.8,11,3,5,1,4,2
San José State,23,2015,Mountain West,13,6.8,6,7,3,3,2,4
SMU,2567,2015,American Athletic,12,2.4,2,10,2,5,0,5
South Alabama,6,2015,Sun Belt,12,2.7,5,7,2,3,2,4
South Carolina,2579,2015,SEC,12,3.9,3,9,2,4,0,5
Southern Mississippi,2572,2015,Conference USA,14,9.2,9,5,5,1,4,3
South Florida,58,2015,American Athletic,13,8.1,8,5,5,1,3,3
Stanford,24,2015,Pac-12,14,10.5,12,2,6,1,4,1
Syracuse,183,2015,ACC,12,4.6,4,8,4,3,0,5
TCU,2628,2015,Big 12,13,10.1,11,2,6,0,4,2
Temple,218,2015,American Athletic,14,9.2,10,4,5,1,5,2
Tennessee,2633,2015,SEC,13,9.9,9,4,5,2,2,2
Texas,251,2015,Big 12,12,5.0,5,7,3,3,1,4
Texas A&M,245,2015,SEC,13,7.8,8,5,5,2,1,2
Texas State,326,2015,Sun Belt,12,3.6,3,9,3,3,0,6
Texas Tech,2641,2015,Big 12,13,5.9,7,6,4,2,3,2
Toledo,2649,2015,Mid-American,12,9.6,10,2,4,2,5,0
Troy,2653,2015,Sun Belt,12,4.9,4,8,2,3,2,5
Tulane,2655,2015,American Athletic,12,2.8,3,9,2,4,1,5
Tulsa,202,2015,American Athletic,13,6.3,6,7,3,3,3,3
UCF,2116,2015,American Athletic,12,0.3,0,12,0,6,0,6
UCLA,26,2015,Pac-12,13,7.9,8,5,4,2,4,2
UMass,113,2015,Mid-American,12,3.2,3,9,1,5,2,4
UNLV,2439,2015,Mountain West,12,3.5,3,9,1,4,1,5
USC,30,2015,Pac-12,14,8.3,8,6,5,2,3,2
Utah,254,2015,Pac-12,13,9.4,10,3,6,1,3,2
Utah State,328,2015,Mountain West,13,6.6,6,7,5,1,1,5
UTEP,2638,2015,Conference USA,12,4.2,5,7,3,2,2,5
UT San Antonio,2636,2015,Conference USA,12,4.7,3,9,1,5,2,4
Vanderbilt,238,2015,SEC,12,4.2,4,8,3,3,1,5
Virginia,258,2015,ACC,12,4.2,4,8,4,3,0,5
Virginia Tech,259,2015,ACC,13,6.6,7,6,2,4,4,2
Wake Forest,154,2015,ACC,12,4.1,3,9,1,5,2,4
Washington,264,2015,Pac-12,13,7.5,7,6,4,3,2,3
Washington State,265,2015,Pac-12,13,8.6,9,4,4,2,4,2
Western Kentucky,98,2015,Conference USA,14,10.5,12,2,6,0,5,2
Western Michigan,2711,2015,Mid-American,13,7.4,8,5,4,2,3,3
West Virginia,277,2015,Big 12,13,9.0,8,5,6,1,1,4
Wisconsin,275,2015,Big Ten,13,10.2,10,3,5,2,4,0
Wyoming,2751,2015,Mountain West,12,2.2,2,10,2,4,0,6
Air Force,2005,2016,Mountain West,13,9.4,10,3,5,1,4,1
Akron,2006,2016,Mid-American,12,5.8,5,7,2,4,3,3
Alabama,333,2016,SEC,15,13.9,14,1,7,0,4,0
Appalachian State,2026,2016,Sun Belt,13,10.0,10,3,5,1,4,2
Arizona,12,2016,Pac-12,12,3.5,3,9,3,4,0,4
Arizona State,9,2016,Pac-12,12,3.7,5,7,4,2,1,5
Arkansas,8,2016,SEC,13,5.5,7,6,5,2,2,2
Arkansas State,2032,2016,Sun Belt,13,8.8,8,5,4,2,4,3
Army,349,2016,FBS Independents,13,8.5,8,5,3,2,3,2
Auburn,2,2016,SEC,13,7.4,8,5,6,2,2,2
Ball State,2050,2016,Mid-American,12,5.4,4,8,1,4,3,4
Baylor,239,2016,Big 12,13,7.4,7,6,4,2,2,3
Boise State,68,2016,Mountain West,13,11.0,10,3,6,0,4,2
Boston College,103,2016,ACC,13,6.8,7,6,3,3,3,2
Bowling Green,189,2016,Mid-American,12,2.0,4,8,3,3,1,5
Buffalo,2084,2016,Mid-American,12,2.3,2,10,2,4,0,6
BYU,252,2016,FBS Independents,13,8.9,9,4,5,1,2,2
California,25,2016,Pac-12,12,5.6,5,7,4,2,0,5
Central Michigan,2117,2016,Mid-American,13,5.8,6,7,4,2,2,4
Charlotte,2429,2016,Conference USA,12,4.9,4,8,1,5,3,3
