team,year,rank,points,talent_level,blue_chip,total,blue_sums,total_sums,blue_chip_ratio
Mississippi State,2015,18,237.46,219.82,5.0,23.0,17.0,89.0,0.19101123595505617
Arizona State,2015,19,232.73,213.5075,8.0,22.0,18.0,76.0,0.23684210526315788
South Carolina,2015,20,230.49,235.65,5.0,23.0,29.0,88.0,0.32954545454545453
Florida,2015,21,227.46,269.255,5.0,23.0,45.0,97.0,0.4639175257731959
Arkansas,2015,22,222.51,219.1825,6.0,25.0,18.0,91.0,0.1978021978021978
Michigan State,2015,23,221.77,211.03,5.0,20.0,17.0,82.0,0.2073170731707317
Stanford,2015,24,220.65,230.51500000000001,6.0,22.0,30.0,77.0,0.38961038961038963
Missouri,2015,25,217.98,204.70499999999998,3.0,20.0,12.0,85.0,0.1411764705882353
Washington,2015,26,215.83,218.51749999999998,6.0,25.0,24.0,96.0,0.25
Miami,2015,27,215.49,247.54,4.0,20.0,30.0,89.0,0.33707865168539325
North Carolina,2015,28,214.05,208.39999999999998,4.0,19.0,15.0,83.0,0.18072289156626506
Virginia Tech,2015,29,212.07,221.17249999999999,3.0,22.0,18.0,97.0,0.18556701030927836
Nebraska,2015,30,211.72,211.6125,4.0,21.0,20.0,83.0,0.24096385542168675
NC State,2015,31,208.69,189.935,4.0,22.0,7.0,95.0,0.07368421052631578
Texas Tech,2015,32,203.18,199.465,5.0,18.0,9.0,71.0,0.1267605633802817
Louisville,2015,33,201.4,193.35750000000002,2.0,17.0,7.0,72.0,0.09722222222222222
California,2015,34,198.77,195.505,3.0,21.0,14.0,73.0,0.1917808219178082
West Virginia,2015,35,198.02,200.14999999999998,2.0,19.0,9.0,82.0,0.10975609756097561
Baylor,2015,36,195.88,211.465,3.0,17.0,15.0,86.0,0.1744186046511628
Michigan,2015,37,194.82,249.555,6.0,14.0,51.0,85.0,0.6
Kentucky,2015,38,193.19,200.48749999999998,3.0,20.0,12.0,92.0,0.13043478260869565
TCU,2015,39,191.44,198.57,1.0,21.0,8.0,86.0,0.09302325581395349
Oklahoma State,2015,40,191.28,205.5525,3.0,14.0,14.0,80.0,0.175
Wisconsin,2015,41,189.85,186.78,1.0,23.0,9.0,88.0,0.10227272727272728
Washington State,2015,42,188.41,179.075,1.0,22.0,3.0,93.0,0.03225806451612903
Arizona,2015,43,186.57,197.0075,1.0,19.0,9.0,98.0,0.09183673469387756
Georgia Tech,2015,44,185.45,173.48,0.0,28.0,4.0,80.0,0.05
Utah,2015,45,183.38,182.55749999999998,0.0,20.0,5.0,83.0,0.060240963855421686
Pittsburgh,2015,46,183.18,191.4225,2.0,13.0,11.0,79.0,0.13924050632911392
Maryland,2015,47,182.31,192.84,2.0,18.0,10.0,75.0,0.13333333333333333
Illinois,2015,48,181.74,168.3825,2.0,17.0,3.0,69.0,0.043478260869565216
Vanderbilt,2015,49,181.37,192.475,2.0,17.0,9.0,89.0,0.10112359550561797
Virginia,2015,50,179.92,202.755,1.0,23.0,12.0,85.0,0.1411764705882353
Wake Forest,2015,51,176.85,161.57999999999998,0.0,26.0,0.0,96.0,0.0
Duke,2015,52,175.77,164.025,1.0,18.0,1.0,77.0,0.012987012987012988
Indiana,2015,53,175.35,180.41750000000002,0.0,24.0,5.0,92.0,0.05434782608695652
Kansas State,2015,54,175.02,162.9225,0.0,22.0,0.0,65.0,0.0
Northwestern,2015,55,174.83,177.7275,0.0,20.0,6.0,76.0,0.07894736842105263
Rutgers,2015,56,172.19,188.33999999999997,1.0,24.0,8.0,87.0,0.09195402298850575
Syracuse,2015,57,172.06,165.935,0.0,26.0,3.0,82.0,0.036585365853658534
Boise State,2015,58,171.68,169.345,1.0,21.0,2.0,78.0,0.02564102564102564
Iowa,2015,59,169.99,178.7175,1.0,21.0,5.0,84.0,0.05952380952380952
Boston College,2015,60,169.45,155.6975,0.0,25.0,0.0,86.0,0.0
Oregon State,2015,61,167.89,179.26999999999998,0.0,19.0,2.0,83.0,0.024096385542168676
San José State,2015,62,167.14,119.72,1.0,33.0,1.0,85.0,0.011764705882352941
Minnesota,2015,63,167.01,165.61,0.0,29.0,1.0,100.0,0.01
Iowa State,2015,64,166.5,163.26999999999998,0.0,16.0,2.0,75.0,0.02666666666666667
BYU,2015,65,165.06,156.9875,0.0,21.0,3.0,74.0,0.04054054054054054
South Florida,2015,66,163.15,177.14000000000001,0.0,19.0,2.0,76.0,0.02631578947368421
Purdue,2015,67,162.85,167.2975,0.0,23.0,3.0,88.0,0.03409090909090909
Cincinnati,2015,68,162.45,167.8675,0.0,20.0,1.0,83.0,0.012048192771084338
Colorado,2015,69,162.04,166.235,1.0,15.0,3.0,83.0,0.03614457831325301
San Diego State,2015,70,161.96,150.105,2.0,21.0,2.0,79.0,0.02531645569620253
UCF,2015,71,160.78,143.19,1.0,16.0,2.0,66.0,0.030303030303030304
Fresno State,2015,72,155.02,127.955,1.0,15.0,1.0,68.0,0.014705882352941176
Kansas,2015,73,153.94,159.85750000000002,0.0,20.0,1.0,54.0,0.018518518518518517
Miami (OH),2015,74,150.48,115.9025,1.0,28.0,1.0,99.0,0.010101010101010102
Marshall,2015,75,149.98,155.33999999999997,0.0,22.0,2.0,76.0,0.02631578947368421
Western Michigan,2015,76,147.78,131.9925,0.0,29.0,0.0,95.0,0.0
Memphis,2015,77,146.79,130.76500000000001,0.0,25.0,0.0,88.0,0.0
Louisiana,2015,78,146.18,121.1525,0.0,23.0,0.0,77.0,0.0
Florida Atlantic,2015,79,146.02,125.7725,0.0,25.0,0.0,85.0,0.0
Temple,2015,80,143.34,144.8825,0.0,22.0,0.0,95.0,0.0
SMU,2015,81,142.99,142.35999999999999,0.0,22.0,0.0,90.0,0.0
Louisiana Tech,2015,82,142.32,124.475,0.0,22.0,0.0,63.0,0.0
Northern Illinois,2015,83,138.94,115.47,0.0,31.0,0.0,116.0,0.0
Toledo,2015,84,138.12,133.455,0.0,22.0,1.0,92.0,0.010869565217391304
Georgia Southern,2015,85,137.18,78.63,0.0,20.0,0.0,44.0,0.0
Middle Tennessee,2015,86,134.77,117.88,0.0,18.0,0.0,69.0,0.0
Southern Mississippi,2015,87,133.4,136.5525,0.0,14.0,1.0,77.0,0.012987012987012988
South Alabama,2015,88,132.17,111.18499999999999,0.0,16.0,0.0,59.0,0.0
Houston,2015,89,131.58,155.89000000000001,0.0,20.0,1.0,89.0,0.011235955056179775
Arkansas State,2015,90,131.45,129.6825,0.0,18.0,0.0,78.0,0.0
Tulane,2015,91,128.9,126.445,0.0,19.0,0.0,77.0,0.0
Ohio,2015,92,128.68,111.8275,0.0,23.0,0.0,81.0,0.0
East Carolina,2015,93,126.85,135.86,0.0,10.0,0.0,71.0,0.0
North Texas,2015,94,126.6,108.49499999999999,0.0,16.0,0.0,71.0,0.0
Texas State,2015,95,124.71,112.295,0.0,17.0,0.0,56.0,0.0
Utah State,2015,96,124.56,105.95500000000001,0.0,13.0,0.0,62.0,0.0
Central Michigan,2015,97,123.63,110.78999999999999,0.0,21.0,0.0,81.0,0.0
Nevada,2015,98,122.5,127.195,0.0,17.0,0.0,70.0,0.0
Connecticut,2015,99,120.89,130.9425,0.0,24.0,0.0,86.0,0.0
Florida International,2015,100,120.42,113.405,0.0,23.0,0.0,96.0,0.0
Rice,2015,101,120.11,121.16499999999999,0.0,20.0,0.0,81.0,0.0
Kent State,2015,102,119.93,101.7325,0.0,21.0,0.0,86.0,0.0
UT San Antonio,2015,103,119.88,93.11500000000001,0.0,23.0,0.0,61.0,0.0
Bowling Green,2015,104,119.83,117.2575,0.0,24.0,0.0,79.0,0.0
Ball State,2015,105,119.7,109.50250000000001,0.0,22.0,0.0,81.0,0.0
UNLV,2015,106,119.46,108.4925,0.0,17.0,0.0,61.0,0.0
UMass,2015,107,118.12,84.62,0.0,21.0,0.0,59.0,0.0
Louisiana Monroe,2015,108,116.67,91.925,0.0,23.0,0.0,79.0,0.0
Tulsa,2015,109,116.08,126.21500000000002,1.0,18.0,1.0,81.0,0.012345679012345678
Old Dominion,2015,110,115.65,94.94,0.0,18.0,0.0,75.0,0.0
Western Kentucky,2015,111,115.65,117.2375,0.0,19.0,0.0,73.0,0.0
Navy,2015,112,114.7,100.69000000000001,0.0,29.0,0.0,88.0,0.0
Wyoming,2015,113,114.32,97.3025,0.0,21.0,0.0,73.0,0.0
Appalachian State,2015,114,112.03,89.5475,0.0,19.0,0.0,66.0,0.0
Eastern Michigan,2015,115,110.15,97.6425,0.0,22.0,0.0,78.0,0.0
New Mexico,2015,116,110.03,114.5775,0.0,13.0,0.0,68.0,0.0
Troy,2015,117,107.58,99.485,0.0,18.0,0.0,67.0,0.0
Buffalo,2015,118,103.21,93.2325,0.0,17.0,0.0,72.0,0.0
Colorado State,2015,119,101.72,107.9625,0.0,12.0,0.0,73.0,0.0
Army,2015,120,100.83,76.8825,0.0,39.0,0.0,87.0,0.0
Hawai'i,2015,122,98.16,117.5225,0.0,8.0,1.0,62.0,0.016129032258064516
Air Force,2015,123,98.02,105.98249999999999,0.0,22.0,0.0,122.0,0.0
Georgia State,2015,124,90.61,80.72999999999999,0.0,9.0,0.0,51.0,0.0
New Mexico State,2015,125,87.78,96.77,0.0,22.0,1.0,71.0,0.014084507042253521
Charlotte,2015,126,86.91,74.05,0.0,16.0,0.0,59.0,0.0
Akron,2015,127,82.38,86.8625,0.0,14.0,0.0,64.0,0.0
UTEP,2015,128,73.03,88.46,0.0,18.0,0.0,75.0,0.0
Jacksonville State,2015,133,59.0,0.0,0.0,4.0,,,0.0
James Madison,2015,135,46.41,33.595,0.0,5.0,0.0,18.0,0.0
Liberty,2015,142,38.13,20.43,0.0,3.0,0.0,8.0,0.0
Sam Houston State,2015,168,29.96,0.0,0.0,3.0,,,0.0
Coastal Carolina,2015,171,26.71,23.25,0.0,7.0,0.0,14.0,0.0
UAB,2015,264,0.0,77.82749999999999,0.0,0.0,0.0,67.0,0.0
Alabama,2016,1,302.04,313.08750000000003,17.0,25.0,75.0,98.0,0.7653061224489796
LSU,2016,2,295.03,289.935,20.0,28.0,68.0,100.0,0.68
Florida State,2016,3,294.83,282.8425,18.0,23.0,57.0,90.0,0.6333333333333333
Ohio State,2016,4,289.12,292.0375,17.0,25.0,67.0,98.0,0.6836734693877551
Ole Miss,2016,5,281.69,261.01,15.0,23.0,35.0,88.0,0.3977272727272727
Georgia,2016,6,281.31,274.40500000000003,13.0,24.0,54.0,102.0,0.5294117647058824
Texas,2016,7,280.66,256.88,17.0,28.0,48.0,88.0,0.5454545454545454
Michigan,2016,8,280.38,249.36999999999998,14.0,32.0,49.0,91.0,0.5384615384615384
Auburn,2016,9,275.14,274.5075,12.0,22.0,50.0,88.0,0.5681818181818182
USC,2016,10,273.71,276.47249999999997,15.0,23.0,56.0,86.0,0.6511627906976745
Clemson,2016,11,271.16,259.8825,13.0,21.0,46.0,88.0,0.5227272727272727
Florida,2016,12,260.96,261.9275,9.0,23.0,40.0,99.0,0.40404040404040403
UCLA,2016,13,259.06,261.2025,11.0,27.0,51.0,91.0,0.5604395604395604
Tennessee,2016,14,253.94,257.2575,8.0,19.0,39.0,101.0,0.38613861386138615
Notre Dame,2016,15,249.43,265.6075,10.0,23.0,60.0,93.0,0.6451612903225806
Stanford,2016,16,245.82,222.975,9.0,26.0,28.0,81.0,0.345679012345679
Michigan State,2016,17,239.13,218.12,9.0,22.0,22.0,83.0,0.26506024096385544
Texas A&M,2016,18,238.94,263.84499999999997,9.0,24.0,48.0,97.0,0.4948453608247423
Oklahoma,2016,19,238.73,244.8225,10.0,18.0,36.0,88.0,0.4090909090909091
Penn State,2016,20,237.79,226.20999999999998,9.0,20.0,31.0,84.0,0.36904761904761907
TCU,2016,21,235.79,202.675,6.0,16.0,11.0,81.0,0.13580246913580246
Miami,2016,22,231.78,238.2525,9.0,19.0,30.0,78.0,0.38461538461538464
Arkansas,2016,23,219.34,218.4875,7.0,26.0,21.0,93.0,0.22580645161290322
Arizona State,2016,24,217.62,216.57999999999998,3.0,12.0,19.0,71.0,0.2676056338028169
South Carolina,2016,25,216.77,227.64999999999998,5.0,27.0,25.0,91.0,0.27472527472527475
Nebraska,2016,26,216.76,212.35999999999999,5.0,21.0,18.0,89.0,0.20224719101123595
Oregon,2016,27,216.42,230.4525,6.0,20.0,28.0,78.0,0.358974358974359
Mississippi State,2016,28,211.11,215.8125,3.0,17.0,15.0,81.0,0.18518518518518517
Washington,2016,29,209.87,214.605,8.0,19.0,25.0,91.0,0.27472527472527475
Pittsburgh,2016,30,209.23,194.0275,3.0,25.0,10.0,87.0,0.11494252873563218
California,2016,31,207.8,192.985,2.0,22.0,9.0,79.0,0.11392405063291139
North Carolina,2016,32,204.83,209.72,0.0,26.0,13.0,85.0,0.15294117647058825
Duke,2016,33,204.67,173.9375,4.0,22.0,5.0,79.0,0.06329113924050633
Kentucky,2016,34,204.07,204.5525,3.0,21.0,14.0,87.0,0.16091954022988506
Wisconsin,2016,35,202.85,197.305,3.0,31.0,8.0,106.0,0.07547169811320754
Houston,2016,36,201.5,162.185,3.0,17.0,3.0,82.0,0.036585365853658534
Utah,2016,37,200.66,181.495,1.0,22.0,2.0,83.0,0.024096385542168676
Louisville,2016,38,196.02,193.7725,3.0,21.0,8.0,74.0,0.10810810810810811
West Virginia,2016,39,194.45,197.0875,2.0,19.0,8.0,74.0,0.10810810810810811
Baylor,2016,40,191.99,203.8075,1.0,12.0,11.0,75.0,0.14666666666666667
Maryland,2016,41,190.15,189.13750000000002,3.0,23.0,10.0,77.0,0.12987012987012986
Virginia Tech,2016,42,190.06,210.835,0.0,20.0,11.0,88.0,0.125
Missouri,2016,43,188.37,198.6975,1.0,18.0,9.0,85.0,0.10588235294117647
Texas Tech,2016,44,184.64,190.45000000000002,1.0,23.0,6.0,78.0,0.07692307692307693
Oklahoma State,2016,45,184.33,198.18,1.0,17.0,11.0,77.0,0.14285714285714285
Minnesota,2016,46,182.22,168.41500000000002,1.0,20.0,2.0,97.0,0.020618556701030927
Iowa,2016,47,181.39,173.795,0.0,25.0,1.0,86.0,0.011627906976744186
Arizona,2016,48,180.42,192.29749999999999,2.0,18.0,9.0,91.0,0.0989010989010989
BYU,2016,49,177.85,164.29250000000002,1.0,22.0,2.0,82.0,0.024390243902439025
NC State,2016,50,177.67,188.4275,0.0,23.0,6.0,99.0,0.06060606060606061
Marshall,2016,51,176.55,165.745,2.0,30.0,3.0,91.0,0.03296703296703297
Northwestern,2016,52,174.91,176.765,0.0,20.0,5.0,75.0,0.06666666666666667
Indiana,2016,53,172.23,179.5925,0.0,18.0,5.0,92.0,0.05434782608695652
Vanderbilt,2016,54,171.54,186.7975,1.0,21.0,9.0,88.0,0.10227272727272728
Iowa State,2016,55,170.58,167.0625,0.0,22.0,2.0,78.0,0.02564102564102564
Washington State,2016,56,169.74,178.1675,0.0,24.0,2.0,96.0,0.020833333333333332
Wake Forest,2016,57,169.4,164.9125,0.0,23.0,0.0,100.0,0.0
Oregon State,2016,58,169.17,172.655,1.0,17.0,2.0,80.0,0.025
Temple,2016,59,167.55,151.8625,1.0,25.0,1.0,92.0,0.010869565217391304
Georgia Tech,2016,60,167.13,169.4075,0.0,18.0,2.0,80.0,0.025
Memphis,2016,61,165.98,143.06,0.0,22.0,0.0,89.0,0.0
Syracuse,2016,62,165.15,164.6125,0.0,23.0,1.0,86.0,0.011627906976744186
Virginia,2016,63,164.95,188.02249999999998,0.0,23.0,7.0,82.0,0.08536585365853659
Rutgers,2016,64,163.8,172.73,1.0,18.0,3.0,86.0,0.03488372093023256
UCF,2016,65,162.22,155.4675,0.0,17.0,2.0,69.0,0.028985507246376812
South Florida,2016,66,161.21,171.96,1.0,13.0,1.0,77.0,0.012987012987012988
Western Michigan,2016,67,160.72,142.14,0.0,27.0,0.0,99.0,0.0
Boise State,2016,68,160.66,167.23499999999999,0.0,27.0,2.0,85.0,0.023529411764705882
Colorado,2016,69,160.42,155.4125,1.0,14.0,2.0,70.0,0.02857142857142857
Kansas,2016,70,159.19,167.6375,0.0,18.0,1.0,62.0,0.016129032258064516
UAB,2016,71,158.61,93.2525,0.0,6.0,0.0,51.0,0.0
Kansas State,2016,72,155.49,166.8775,0.0,17.0,0.0,69.0,0.0
Illinois,2016,73,153.64,166.26999999999998,0.0,25.0,3.0,76.0,0.039473684210526314
Cincinnati,2016,74,152.74,159.7375,0.0,18.0,1.0,72.0,0.013888888888888888
SMU,2016,75,152.27,142.97250000000003,0.0,24.0,0.0,91.0,0.0
Colorado State,2016,76,150.5,126.9,0.0,17.0,0.0,69.0,0.0
Georgia Southern,2016,77,149.4,109.70500000000001,0.0,28.0,0.0,70.0,0.0
Boston College,2016,78,146.69,154.8625,0.0,19.0,0.0,88.0,0.0
East Carolina,2016,79,146.62,139.25,0.0,21.0,0.0,80.0,0.0
Purdue,2016,80,145.09,156.5025,0.0,19.0,1.0,84.0,0.011904761904761904
UNLV,2016,81,142.78,117.6125,0.0,18.0,0.0,61.0,0.0
San Diego State,2016,82,141.93,150.745,0.0,21.0,2.0,80.0,0.025
New Mexico,2016,83,141.76,121.7,0.0,17.0,0.0,65.0,0.0
San José State,2016,84,137.84,128.395,0.0,20.0,1.0,86.0,0.011627906976744186
Fresno State,2016,85,137.22,139.855,0.0,18.0,1.0,73.0,0.0136986301369863
UMass,2016,86,136.04,113.6525,0.0,24.0,0.0,81.0,0.0
South Alabama,2016,87,134.08,121.3725,0.0,15.0,0.0,61.0,0.0
Toledo,2016,88,132.92,132.095,0.0,22.0,0.0,89.0,0.0
Florida Atlantic,2016,89,132.74,127.5275,0.0,19.0,0.0,86.0,0.0
Arkansas State,2016,90,132.18,122.22250000000001,0.0,13.0,0.0,69.0,0.0
Navy,2016,91,132.07,111.455,0.0,46.0,0.0,119.0,0.0
Utah State,2016,92,130.65,114.605,0.0,16.0,0.0,68.0,0.0
Miami (OH),2016,93,129.79,118.0975,0.0,22.0,1.0,97.0,0.010309278350515464
Louisiana Tech,2016,94,128.91,128.72750000000002,0.0,18.0,0.0,69.0,0.0
Tulsa,2016,95,128.52,128.2525,0.0,18.0,1.0,81.0,0.012345679012345678
Middle Tennessee,2016,96,128.26,128.0725,0.0,15.0,0.0,67.0,0.0
Tulane,2016,97,127.78,127.22749999999999,0.0,22.0,0.0,83.0,0.0
Troy,2016,98,127.73,103.5075,0.0,20.0,0.0,67.0,0.0
Connecticut,2016,99,126.83,126.66,0.0,18.0,0.0,84.0,0.0
Southern Mississippi,2016,100,126.05,130.4125,0.0,16.0,0.0,73.0,0.0
Western Kentucky,2016,101,124.1,120.2775,0.0,17.0,0.0,79.0,0.0
North Texas,2016,102,122.36,111.89,0.0,13.0,0.0,63.0,0.0
UT San Antonio,2016,103,120.32,107.6625,0.0,9.0,0.0,65.0,0.0
Florida International,2016,104,119.8,109.74,0.0,26.0,0.0,94.0,0.0
Nevada,2016,105,118.76,123.0875,0.0,18.0,0.0,72.0,0.0
Louisiana,2016,106,115.83,125.7125,0.0,18.0,0.0,75.0,0.0
Central Michigan,2016,107,112.52,108.85,0.0,16.0,0.0,74.0,0.0
Hawai'i,2016,108,111.87,114.4675,0.0,15.0,0.0,61.0,0.0
Appalachian State,2016,109,111.72,105.91,0.0,23.0,0.0,84.0,0.0
Texas State,2016,110,111.71,116.7,0.0,20.0,0.0,66.0,0.0
Bowling Green,2016,111,111.58,116.3525,0.0,16.0,0.0,79.0,0.0
Northern Illinois,2016,112,111.4,117.1875,0.0,18.0,0.0,103.0,0.0
Ball State,2016,113,110.91,111.4575,0.0,21.0,0.0,80.0,0.0
Air Force,2016,114,110.9,103.36,0.0,40.0,0.0,124.0,0.0
Ohio,2016,115,109.82,110.1025,0.0,24.0,0.0,87.0,0.0
Wyoming,2016,116,109.65,101.6125,0.0,24.0,0.0,78.0,0.0
Army,2016,117,108.9,92.755,0.0,52.0,0.0,125.0,0.0
Buffalo,2016,118,107.51,97.8275,0.0,12.0,0.0,66.0,0.0
Charlotte,2016,119,106.83,95.92250000000001,0.0,13.0,0.0,69.0,0.0
Old Dominion,2016,120,106.63,111.45500000000001,0.0,24.0,0.0,92.0,0.0
Eastern Michigan,2016,121,102.89,99.1275,0.0,20.0,0.0,77.0,0.0
Louisiana Monroe,2016,124,99.51,94.495,0.0,15.0,0.0,74.0,0.0
UTEP,2016,125,99.39,87.62,0.0,23.0,0.0,76.0,0.0
Coastal Carolina,2016,126,97.11,44.8725,0.0,21.0,0.0,33.0,0.0
Georgia State,2016,127,96.32,97.7225,0.0,19.0,0.0,66.0,0.0
New Mexico State,2016,128,94.49,90.285,0.0,16.0,0.0,78.0,0.0
Rice,2016,129,93.86,113.7225,0.0,18.0,0.0,76.0,0.0
Kent State,2016,131,82.77,96.155,0.0,16.0,0.0,79.0,0.0
Akron,2016,132,82.29,89.91,0.0,7.0,0.0,50.0,0.0
Sam Houston State,2016,140,69.3,33.3775,0.0,9.0,0.0,16.0,0.0
Jacksonville State,2016,151,58.06,51.8125,0.0,5.0,0.0,21.0,0.0
James Madison,2016,156,55.72,33.9975,0.0,8.0,0.0,18.0,0.0
Liberty,2016,180,35.65,26.009999999999998,0.0,6.0,0.0,13.0,0.0
Alabama,2017,1,323.87,314.18,23.0,28.0,81.0,101.0,0.801980198019802
Ohio State,2017,2,312.14,294.235,19.0,22.0,67.0,96.0,0.6979166666666666
Georgia,2017,3,301.6,284.71000000000004,19.0,25.0,61.0,100.0,0.61
USC,2017,4,297.1,286.6375,14.0,24.0,57.0,97.0,0.5876288659793815
Michigan,2017,5,296.03,251.1925,21.0,30.0,51.0,92.0,0.5543478260869565
Florida State,2017,6,292.88,290.39,13.0,24.0,59.0,93.0,0.6344086021505376
LSU,2017,7,287.66,291.5875,16.0,24.0,66.0,101.0,0.6534653465346535
Oklahoma,2017,8,270.79,252.03750000000002,17.0,25.0,45.0,92.0,0.4891304347826087
Auburn,2017,9,255.92,271.6225,13.0,24.0,54.0,93.0,0.5806451612903226
Notre Dame,2017,10,251.32,257.245,11.0,22.0,52.0,92.0,0.5652173913043478
Florida,2017,11,251.23,251.7625,12.0,23.0,37.0,95.0,0.3894736842105263
Miami,2017,12,248.67,238.005,9.0,23.0,30.0,87.0,0.3448275862068966
Texas A&M,2017,13,248.58,259.0525,8.0,28.0,42.0,94.0,0.44680851063829785
Stanford,2017,14,246.79,240.8275,11.0,15.0,35.0,84.0,0.4166666666666667
Penn State,2017,15,240.47,237.4025,12.0,24.0,39.0,91.0,0.42857142857142855
Clemson,2017,16,238.91,257.195,11.0,15.0,47.0,82.0,0.573170731707317
Tennessee,2017,17,237.21,263.045,5.0,29.0,40.0,110.0,0.36363636363636365
Maryland,2017,18,230.17,198.4025,8.0,28.0,16.0,84.0,0.19047619047619047
Oregon,2017,19,230.04,231.1725,5.0,23.0,24.0,82.0,0.2926829268292683
UCLA,2017,20,229.13,249.4025,7.0,19.0,39.0,83.0,0.46987951807228917
South Carolina,2017,21,227.58,228.5425,5.0,20.0,25.0,90.0,0.2777777777777778
Washington,2017,22,224.74,212.24,9.0,17.0,27.0,86.0,0.313953488372093
Nebraska,2017,23,224.33,213.26250000000002,6.0,20.0,18.0,86.0,0.20930232558139536
Mississippi State,2017,24,220.22,217.1775,4.0,19.0,15.0,81.0,0.18518518518518517
Texas,2017,25,217.76,252.69,7.0,17.0,46.0,92.0,0.5
Virginia Tech,2017,26,217.74,209.315,5.0,25.0,11.0,94.0,0.11702127659574468
Arkansas,2017,27,212.74,217.5225,2.0,22.0,19.0,96.0,0.19791666666666666
TCU,2017,28,210.03,206.475,4.0,18.0,13.0,77.0,0.16883116883116883
North Carolina,2017,29,207.81,210.06750000000002,4.0,20.0,11.0,87.0,0.12643678160919541
Kentucky,2017,30,207.73,207.59750000000003,7.0,26.0,19.0,94.0,0.20212765957446807
Ole Miss,2017,31,207.63,244.0375,3.0,19.0,28.0,80.0,0.35
Arizona State,2017,32,206.68,220.055,3.0,17.0,21.0,72.0,0.2916666666666667
Utah,2017,33,205.78,187.6225,1.0,15.0,3.0,74.0,0.04054054054054054
Louisville,2017,34,205.15,196.55249999999998,3.0,22.0,8.0,79.0,0.10126582278481013
Colorado,2017,35,203.78,168.535,4.0,24.0,6.0,74.0,0.08108108108108109
Michigan State,2017,36,203.65,220.5425,4.0,28.0,22.0,92.0,0.2391304347826087
Pittsburgh,2017,37,202.12,195.5475,4.0,25.0,11.0,86.0,0.12790697674418605
Oklahoma State,2017,38,194.18,196.845,3.0,18.0,11.0,74.0,0.14864864864864866
Wisconsin,2017,39,193.87,198.0025,2.0,20.0,9.0,102.0,0.08823529411764706
Baylor,2017,40,193.36,199.84,0.0,29.0,8.0,82.0,0.0975609756097561
Iowa,2017,41,191.44,178.66500000000002,3.0,23.0,4.0,88.0,0.045454545454545456
Rutgers,2017,42,189.01,174.785,3.0,26.0,5.0,92.0,0.05434782608695652
Missouri,2017,43,187.71,198.14749999999998,1.0,21.0,8.0,87.0,0.09195402298850575
Washington State,2017,44,186.45,180.305,1.0,25.0,2.0,94.0,0.02127659574468085
Arizona,2017,45,185.88,191.54,1.0,28.0,9.0,91.0,0.0989010989010989
Illinois,2017,46,185.24,168.4925,0.0,28.0,2.0,83.0,0.024096385542168676
Duke,2017,47,184.46,182.8125,1.0,25.0,6.0,84.0,0.07142857142857142
Georgia Tech,2017,48,184.4,178.1725,1.0,26.0,2.0,92.0,0.021739130434782608
Texas Tech,2017,49,183.07,190.67749999999998,1.0,10.0,7.0,70.0,0.1
Northwestern,2017,50,182.07,178.6225,1.0,22.0,5.0,78.0,0.0641025641025641
Oregon State,2017,51,181.32,171.33499999999998,1.0,22.0,2.0,83.0,0.024096385542168676
Iowa State,2017,52,180.53,172.315,0.0,22.0,1.0,78.0,0.01282051282051282
NC State,2017,53,180.46,192.03250000000003,0.0,20.0,6.0,96.0,0.0625
Syracuse,2017,54,180.08,173.54,1.0,22.0,2.0,94.0,0.02127659574468085
UCF,2017,55,178.34,165.2225,1.0,22.0,3.0,71.0,0.04225352112676056
Memphis,2017,56,177.6,156.57,1.0,26.0,1.0,89.0,0.011235955056179775
West Virginia,2017,57,174.68,190.5,0.0,13.0,6.0,68.0,0.08823529411764706
Virginia,2017,58,172.5,180.67749999999998,0.0,25.0,5.0,86.0,0.05813953488372093
Minnesota,2017,59,171.42,173.2425,0.0,26.0,2.0,101.0,0.019801980198019802
Florida Atlantic,2017,60,171.18,140.4275,0.0,15.0,0.0,82.0,0.0
Kansas State,2017,61,169.37,169.54250000000002,0.0,20.0,0.0,75.0,0.0
Indiana,2017,62,167.99,174.0075,0.0,24.0,1.0,95.0,0.010526315789473684
Cincinnati,2017,63,167.8,161.105,0.0,21.0,0.0,81.0,0.0
Boise State,2017,64,167.43,165.715,1.0,16.0,3.0,82.0,0.036585365853658534
Vanderbilt,2017,65,167.42,175.845,0.0,19.0,5.0,80.0,0.0625
BYU,2017,66,167.37,167.9975,2.0,22.0,4.0,83.0,0.04819277108433735
Boston College,2017,67,162.61,163.9675,0.0,22.0,0.0,94.0,0.0
Wake Forest,2017,68,161.99,167.16,0.0,21.0,0.0,96.0,0.0
Houston,2017,69,160.34,159.42000000000002,0.0,17.0,3.0,79.0,0.0379746835443038
California,2017,70,159.53,185.155,1.0,13.0,8.0,70.0,0.11428571428571428
Kansas,2017,71,159.35,162.405,0.0,18.0,1.0,71.0,0.014084507042253521
Purdue,2017,72,158.89,155.71249999999998,0.0,22.0,0.0,83.0,0.0
Colorado State,2017,73,158.09,133.27,0.0,22.0,0.0,72.0,0.0
Southern Mississippi,2017,74,152.71,134.475,0.0,22.0,0.0,72.0,0.0
UT San Antonio,2017,75,151.48,118.35249999999999,0.0,22.0,0.0,70.0,0.0
South Florida,2017,76,150.65,166.1875,0.0,20.0,1.0,75.0,0.013333333333333334
