name,team,year,games,wins,losses
Derek Mason,Vanderbilt,2019,12,3,9
Derek Mason,Vanderbilt,2020,8,0,8
Frank Mason,Harvard,1886,14,12,2
Frank Mason,Ole Miss,1907,6,0,6
Glen Mason,Kent State,1986,11,5,6
Glen Mason,Kent State,1987,11,7,4
Glen Mason,Kansas,1988,11,1,10
Glen Mason,Kansas,1989,11,4,7
Glen Mason,Kansas,1990,11,3,7
Glen Mason,Kansas,1991,11,6,5
Glen Mason,Kansas,1992,12,8,4
Glen Mason,Kansas,1993,12,5,7
Glen Mason,Kansas,1994,11,6,5
Glen Mason,Kansas,1995,12,10,2
Glen Mason,Kansas,1996,11,4,7
Glen Mason,Minnesota,1997,12,3,9
Glen Mason,Minnesota,1998,11,5,6
Glen Mason,Minnesota,1999,12,8,4
Glen Mason,Minnesota,2000,12,6,6
Glen Mason,Minnesota,2001,11,4,7
Glen Mason,Minnesota,2002,13,8,5
Glen Mason,Minnesota,2003,13,10,3
Glen Mason,Minnesota,2004,12,7,5
Glen Mason,Minnesota,2005,12,7,5
Glen Mason,Minnesota,2006,13,6,7
Tom Mason,Boise State,1996,10,1,9
Tony Mason,Cincinnati,1973,11,4,7
Tony Mason,Cincinnati,1974,11,7,4
Tony Mason,Cincinnati,1975,11,6,5
Tony Mason,Cincinnati,1976,11,8,3
Tony Mason,Arizona,1977,12,5,7
Tony Mason,Arizona,1978,11,5,6
Tony Mason,Arizona,1979,12,6,5
Bernie Masterson,Nebraska,1946,9,3,6
Bernie Masterson,Nebraska,1947,9,2,7
Chuck Mather,Kansas,1954,10,0,10
Chuck Mather,Kansas,1955,10,3,6
Chuck Mather,Kansas,1956,10,3,6
Chuck Mather,Kansas,1957,10,5,4
John Maulbetsch,Phillips,1920,10,4,4
John Maulbetsch,Oklahoma State,1921,10,5,4
John Maulbetsch,Oklahoma State,1922,10,5,4
John Maulbetsch,Oklahoma State,1923,10,2,8
John Maulbetsch,Oklahoma State,1924,9,6,1
John Maulbetsch,Oklahoma State,1925,8,2,5
John Maulbetsch,Oklahoma State,1926,8,3,4
John Maulbetsch,Oklahoma State,1927,8,4,4
John Maulbetsch,Oklahoma State,1928,8,1,7
John Mayhew,LSU,1909,8,6,2
John Mayhew,LSU,1910,6,1,5
Ron McBride,Utah,1990,11,4,7
Ron McBride,Utah,1991,12,7,5
Ron McBride,Utah,1992,12,6,6
Ron McBride,Utah,1993,13,7,6
Ron McBride,Utah,1994,12,10,2
Ron McBride,Utah,1995,11,7,4
Ron McBride,Utah,1996,12,8,4
Ron McBride,Utah,1997,11,6,5
Ron McBride,Utah,1998,11,7,4
Ron McBride,Utah,1999,12,9,3
Ron McBride,Utah,2000,11,4,7
Ron McBride,Utah,2001,12,8,4
Ron McBride,Utah,2002,11,5,6
Don McCallister,South Carolina,1935,10,3,7
Don McCallister,South Carolina,1936,12,5,7
Don McCallister,South Carolina,1937,12,5,6
Dan McCarney,Iowa State,1995,11,3,8
Dan McCarney,Iowa State,1996,11,2,9
Dan McCarney,Iowa State,1997,11,1,10
Dan McCarney,Iowa State,1998,11,3,8
Dan McCarney,Iowa State,1999,11,4,7
Dan McCarney,Iowa State,2000,12,9,3
Dan McCarney,Iowa State,2001,12,7,5
Dan McCarney,Iowa State,2002,14,7,7
Dan McCarney,Iowa State,2003,12,2,10
Dan McCarney,Iowa State,2004,12,7,5
Dan McCarney,Iowa State,2005,12,7,5
Dan McCarney,Iowa State,2006,12,4,8
Dan McCarney,North Texas,2011,12,5,7
Dan McCarney,North Texas,2012,12,4,8
Dan McCarney,North Texas,2013,13,9,4
Dan McCarney,North Texas,2014,12,4,8
Dan McCarney,North Texas,2015,5,0,5
Bill McCartney,Colorado,1982,11,2,8
Bill McCartney,Colorado,1983,11,4,7
Bill McCartney,Colorado,1984,11,1,10
Bill McCartney,Colorado,1985,12,7,5
Bill McCartney,Colorado,1986,12,6,6
Bill McCartney,Colorado,1987,11,7,4
Bill McCartney,Colorado,1988,12,8,4
Bill McCartney,Colorado,1989,12,11,1
Bill McCartney,Colorado,1990,13,11,1
Bill McCartney,Colorado,1991,12,8,3
Bill McCartney,Colorado,1992,12,9,2
Bill McCartney,Colorado,1993,12,8,3
Bill McCartney,Colorado,1994,12,11,1
Leon McCarty,Kansas,1919,8,3,2
William McCauley,Michigan,1894,11,9,1
William McCauley,Michigan,1895,9,8,1
Dave McClain,Ball State,1975,11,9,2
Dave McClain,Ball State,1976,11,8,3
Dave McClain,Ball State,1977,11,9,2
Dave McClain,Wisconsin,1978,11,5,4
Dave McClain,Wisconsin,1979,11,4,7
Dave McClain,Wisconsin,1980,11,4,7
Dave McClain,Wisconsin,1981,12,7,5
Dave McClain,Wisconsin,1982,12,7,5
Dave McClain,Wisconsin,1983,11,7,4
Dave McClain,Wisconsin,1984,12,7,4
Dave McClain,Wisconsin,1985,11,5,6
Bryan McClendon,Oregon,2021,1,0,1
Charles McClendon,LSU,1962,11,9,1
Charles McClendon,LSU,1963,11,7,4
Charles McClendon,LSU,1964,11,8,2
Charles McClendon,LSU,1965,11,8,3
Charles McClendon,LSU,1966,10,5,4
Charles McClendon,LSU,1967,11,7,3
Charles McClendon,LSU,1968,11,8,3
Charles McClendon,LSU,1969,10,9,1
Charles McClendon,LSU,1970,12,9,3
Charles McClendon,LSU,1971,12,9,3
Charles McClendon,LSU,1972,12,9,2
Charles McClendon,LSU,1973,12,9,3
Charles McClendon,LSU,1974,11,5,5
Charles McClendon,LSU,1975,11,4,7
Charles McClendon,LSU,1976,11,6,4
Charles McClendon,LSU,1977,12,8,4
Charles McClendon,LSU,1978,12,8,4
Charles McClendon,LSU,1979,12,7,5
Andy McCollum,Middle Tennessee,1999,11,3,8
Andy McCollum,Middle Tennessee,2000,11,6,5
Andy McCollum,Middle Tennessee,2001,11,8,3
Andy McCollum,Middle Tennessee,2002,12,4,8
Andy McCollum,Middle Tennessee,2003,12,4,8
Andy McCollum,Middle Tennessee,2004,11,5,6
Andy McCollum,Middle Tennessee,2005,11,4,7
T.T. McConnell,Arkansas,1915,7,4,2
T.T. McConnell,Arkansas,1916,8,4,4
Walter McCornack,Dartmouth,1901,11,10,1
Walter McCornack,Dartmouth,1902,9,6,2
Walter McCornack,Northwestern,1903,14,10,1
Walter McCornack,Northwestern,1904,10,8,2
Walter McCornack,Northwestern,1905,11,8,2
C.J. McCoy,Florida,1914,7,5,2
C.J. McCoy,Florida,1915,7,4,3
C.J. McCoy,Florida,1916,5,0,5
Elmer McDevitt,Northwestern,1920,7,3,4
Elmer McDevitt,Northwestern,1921,7,1,6
E.T. McDonald,LSU,1914,9,4,4
E.T. McDonald,LSU,1915,8,6,2
Jim McDonald,Tennessee,1963,10,5,5
Ned McDonald,Virginia,1953,9,1,8
Ned McDonald,Virginia,1954,9,3,6
Ned McDonald,Virginia,1955,10,1,9
Gene McDowell,UCF,1996,11,5,6
Gene McDowell,UCF,1997,11,5,6
Jim McElwain,Colorado State,2012,12,4,8
Jim McElwain,Colorado State,2013,14,8,6
Jim McElwain,Colorado State,2014,12,10,2
Jim McElwain,Florida,2015,14,10,4
Jim McElwain,Florida,2016,13,9,4
Jim McElwain,Florida,2017,7,3,4
Jim McElwain,Central Michigan,2019,14,8,6
Jim McElwain,Central Michigan,2020,6,3,3
Jim McElwain,Central Michigan,2021,13,9,4
Jim McElwain,Central Michigan,2022,12,4,8
Jim McElwain,Central Michigan,2023,2,1,1
Gene McEver,Davidson,1936,9,5,4
Gene McEver,Davidson,1937,10,2,8
Gene McEver,Davidson,1938,10,4,6
Gene McEver,Davidson,1939,9,2,7
Gene McEver,Davidson,1940,10,5,5
Gene McEver,Davidson,1941,10,1,6
Gene McEver,Davidson,1942,9,2,6
Gene McEver,North Carolina,1944,9,1,7
Henry McEver,Virginia Tech,1942,10,7,2
Henry McEver,Virginia Tech,1945,8,2,6
John McEwan,Army,1923,9,6,2
John McEwan,Army,1924,8,5,1
John McEwan,Army,1925,9,7,2
John McEwan,Oregon,1926,7,2,4
John McEwan,Oregon,1927,7,2,4
John McEwan,Oregon,1928,11,9,2
John McEwan,Oregon,1929,10,7,3
Garrick McGee,UAB,2012,12,3,9
Garrick McGee,UAB,2013,12,2,10
Mike McGee,East Carolina,1970,11,3,8
